DocType: Accounting Period,Period Name,期间名称
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Prospecting,成交
DocType: Course Enrollment,Course Enrollment,课程注册
apps/erpnext/erpnext/support/doctype/service_level/service_level.py,Start Time can't be greater than or equal to End Time \					for {0}.,对于{0}，开始时间不能大于或等于结束时间\。
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.js,Select Difference Account,选择差异科目
apps/erpnext/erpnext/erpnext_integrations/doctype/tally_migration/tally_migration.py,Done,完成
apps/erpnext/erpnext/config/hr.py,Employee Tax and Benefits,个税与福利
apps/erpnext/erpnext/config/accounting.py,Tax template for item tax rates.,物料税费模板。
,Inactive Sales Items,非活跃销售物料
DocType: Pricing Rule,Discount on Other Item,其它物料的折扣
DocType: Homepage Section,Number of columns for this section. 3 cards will be shown per row if you select 3 columns.,此分区列数。如果选择3列，每行将显示3张卡片。
DocType: Accounts Settings,Percentage you are allowed to bill more against the amount ordered. For example: If the order value is $100 for an item and tolerance is set as 10% then you are allowed to bill for $110.,允许超过订单金额的%开出发票，比如订单100元，容差10%，最大开票金额就是110元
apps/erpnext/erpnext/accounts/report/customer_ledger_summary/customer_ledger_summary.py,Opening Balance,期初余额
DocType: Employee Skill,Evaluation Date,评估日期
apps/erpnext/erpnext/stock/doctype/item/item.py,"""Customer Provided Item"" cannot be Purchase Item also",“客供物料”也不能是采购物料
apps/erpnext/erpnext/erpnext_integrations/doctype/plaid_settings/plaid_connector.py,Please complete your Plaid API configuration before synchronizing your account,请在同步帐户之前完成您的Plaid API配置
DocType: Item Manufacturer,Item Manufacturer,物料制造商
apps/erpnext/erpnext/stock/report/product_bundle_balance/product_bundle_balance.py,Bundle Qty,产品组合数量
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js,Material Request {0} submitted.,物料申请{0}已提交。
apps/erpnext/erpnext/erpnext_integrations/doctype/tally_migration/tally_migration.py,{} of {},{} {}
apps/erpnext/erpnext/config/education.py,LMS Activity,学习系统访问记录
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Unknown Number,未知电话
DocType: Stock Entry,Receive at Warehouse,转仓-收料(在途)
DocType: Purchase Invoice Item,Deferred Expense Account,递延费用科目
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.js,Please save first,请先保存
apps/erpnext/erpnext/controllers/item_variant.py,The value {0} is already assigned to an exisiting Item {2}.,值{0}已分配给现有物料{2}。
DocType: Quality Action,Resolutions,决议
apps/erpnext/erpnext/templates/generators/item/item_configure.js,Clear values,清晰的价值观
DocType: Lost Reason Detail,Lost Reason Detail,丢单原因说明
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,The following serial numbers were created: <br>{0},创建了以下序列号： <br> {0}
DocType: Products Settings,Item Fields,物料字段
,Customer Ledger Summary,客户台帐汇总
DocType: Terms and Conditions,Applicable Modules,适用模块
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py,Group by Voucher,按凭证分组
apps/erpnext/erpnext/templates/pages/task_info.html,on,上
apps/erpnext/erpnext/accounts/doctype/tax_withholding_category/tax_withholding_category.py,Please set associated account in Tax Withholding Category {0} against Company {1},请针对公司{1}设置代扣税款类别{0}记帐科目
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Needs Analysis,需求分析
DocType: Employee Checkin,Employee Checkin,员工打卡
apps/erpnext/erpnext/stock/doctype/item/item_dashboard.py,Groups,组
DocType: Job Card Time Log,Job Card Time Log,工票日志
DocType: Employee Checkin,Log Type,记录类型
DocType: Call Log,Ringing,铃声
apps/erpnext/erpnext/accounts/doctype/bank_account/bank_account.py,IBAN is not valid,IBAN无效
DocType: GSTR 3B Report,April,四月
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html,debit_note_amt,debit_note_amt
apps/erpnext/erpnext/utilities/activation.py,Create Student Batch,创建学生批号
DocType: Asset Settings,Disable CWIP Accounting,不使用在途资本科目(采购收货）
DocType: Homepage Section,Section Based On,分区基于
apps/erpnext/erpnext/accounts/doctype/bank_statement_transaction_entry/bank_statement_transaction_entry.py,Only .csv and .xlsx files are supported currently,目前仅支持.csv和.xlsx文件
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.js,Are you sure you want to make debit note?,您确定要创建扣款单吗？
DocType: Service Level,Default Priority,默认优先级
DocType: Item,Website Content,网站内容
DocType: BOM,Transfer Material Against,转移物料基于
DocType: Homepage Section Card,Subtitle,子标题
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Integrated Tax,综合税
apps/erpnext/erpnext/regional/italy/utils.py,"Fiscal Regime is mandatory, kindly set the fiscal regime in the company {0}",财政制度是强制性的，请在公司{0}设定财政制度
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py,Setting up company,创建公司
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py,Free item code is not selected,未选择免费物料代码
apps/erpnext/erpnext/regional/india/utils.py,Transport Receipt No and Date are mandatory for your chosen Mode of Transport,您选择的运输方式必须提供运输收据号和日期
,Procurement Tracker,采购追踪表
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.js,Reconcile Entries,核销凭证
DocType: Delivery Settings,Dispatch Settings,发货设置
DocType: Task,Dependencies,依赖关系
apps/erpnext/erpnext/regional/report/electronic_invoice_register/electronic_invoice_register.js,No data to export,没有要导出的数据
apps/erpnext/erpnext/hr/doctype/employee_checkin/employee_checkin.py,This employee already has a log with the same timestamp.{0},此员工已有一个具有相同时间戳的日志。{0}
DocType: Email Digest,Purchase Orders to Receive,待收货采购订单
DocType: Employee Skill Map,Trainings,培训
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Lost Reasons,丢单原因
DocType: Material Request Plan Item,Required Quantity,所需数量
apps/erpnext/erpnext/stock/doctype/material_request/material_request.py,{0} Request for {1},{0}申请{1}
DocType: GL Entry,To Rename,要重命名
apps/erpnext/erpnext/templates/generators/item/item_configure.html,Contact Us,联系我们
DocType: Invoice Discounting,Short Term Loan Account,短期贷款科目
apps/erpnext/erpnext/hr/doctype/upload_attendance/upload_attendance.js,Import Successful,导入成功
apps/erpnext/erpnext/config/projects.py,Make project from a template.,基于模板创建项目。
DocType: Purchase Order,Inter Company Order Reference,关联公司订单参考号
apps/erpnext/erpnext/setup/doctype/company/company.js,Create Tax Template,创建税费模板
DocType: Accounting Dimension,Mandatory For Profit and Loss Account,针对损益科目必填
DocType: Course Topic,Course Topic,课程主题
DocType: QuickBooks Migrator,Company Settings,公司设置
apps/erpnext/erpnext/config/education.py,Content Masters,内容主数据
DocType: Video,YouTube,YouTube的
DocType: Project,From Template,参考模板
,DATEV,DATEV
DocType: Company,Discount Received Account,收到折扣科目
DocType: Homepage Section,Section Order,分区顺序
apps/erpnext/erpnext/erpnext_integrations/doctype/quickbooks_migrator/quickbooks_migrator.js,Connect to Quickbooks,连接到Quickbooks
apps/erpnext/erpnext/public/js/controllers/transaction.js,Row #{0}: Item added,行＃{0}：已添加
DocType: Shift Type,Late Entry Grace Period,迟到宽限期
DocType: Bank Account,Change this date manually to setup the next synchronization start date,手工修改后下次同步由此日期开始
DocType: Purchase Order,Set Target Warehouse,收料仓
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,"Did not found transfered item {0} in Work Order {1}, the item not added in Stock Entry",生产工单{1}中未找到已移转物料{0}，未在库存移动凭证中添加该物料
apps/erpnext/erpnext/hr/doctype/employee_checkin/employee_checkin.py,Log Type is required for check-ins falling in the shift: {0}.,签到班次中需要登录类型：{0}。
DocType: Quiz Activity,Pass,通过
apps/erpnext/erpnext/erpnext_integrations/doctype/plaid_settings/plaid_settings.js,Select a company,选择一家公司
apps/erpnext/erpnext/hr/report/loan_repayment/loan_repayment.py,EMI,EMI
DocType: Issue,Reset Service Level Agreement,重置服务水平协议
apps/erpnext/erpnext/quality_management/doctype/quality_review/quality_review_list.js,No Action,没有控制措施
DocType: Quality Procedure Table,Responsible Individual,负责任的个人
apps/erpnext/erpnext/hr/doctype/additional_salary/additional_salary.py,Amount should not be less than zero.,金额不应小于零。
DocType: Tally Migration,ERPNext Company,ERPNext公司
DocType: Delivery Settings,Leave blank to use the standard Delivery Note format,留空以使用标准的出货单格式
DocType: Purchase Invoice Item,Accepted Qty,已接收数量
DocType: Pricing Rule,Apply Rule On Brand,在品牌上应用规则
apps/erpnext/erpnext/accounts/doctype/chart_of_accounts_importer/chart_of_accounts_importer.js,Import Successfull,导入成功
DocType: Customer Feedback Table,Qualitative Feedback,定性反馈
DocType: Support Settings,Service Level Agreements,服务等级协定
DocType: Service Level,Response and Resolution Time,响应和解决时间
apps/erpnext/erpnext/education/utils.py,Student with email {0} does not exist,电子邮件{0}的学生不存在
DocType: Service Level Agreement,Default Service Level Agreement,默认服务水平协议
apps/erpnext/erpnext/portal/doctype/products_settings/products_settings.py,"Filter Fields Row #{0}: Fieldname <b>{1}</b> must be of type ""Link"" or ""Table MultiSelect""",筛选字段行＃{0}：字段名<b>{1}</b>必须是“链接”或“表格MultiSelect”类型
apps/erpnext/erpnext/accounts/doctype/payment_order/payment_order.js,Get from,获取
DocType: Payment Entry,Payment Order Status,付款订单状态
apps/erpnext/erpnext/projects/doctype/project/project.py,Status must be Cancelled or Completed,状态必须是已取消或已完成
apps/erpnext/erpnext/crm/doctype/utils.py,Call Summary by {0}: {1},按{0}电话总计：{1}
DocType: Quotation Item,Additional Notes,补充说明
DocType: Quality Goal,Revision,调整
DocType: Shift Type,The time before the shift end time when check-out is considered as early (in minutes).,下班前签退视为早退（分钟）。
apps/erpnext/erpnext/education/doctype/fee_structure/fee_structure.js,Create Fee Schedule,创建收费计划
DocType: QuickBooks Migrator,Quickbooks Company ID,Quickbooks公司ID
apps/erpnext/erpnext/regional/italy/utils.py,Please set an Address on the Company '%s',请在公司&#39;％s&#39;上设置地址
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note_list.js,Create Delivery Trip,创建配送单
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Call Connected,呼叫已连接
apps/erpnext/erpnext/hr/doctype/employee_tax_exemption_proof_submission/employee_tax_exemption_proof_submission.js,Get Details From Declaration,从申报获取明细
DocType: Company,Allow Account Creation Against Child Company,允许为子公司创建科目
DocType: Payment Entry,Company Bank Account,公司银行帐号
DocType: Course Activity,Course Activity,课程访问记录
DocType: Warehouse,"If blank, parent Warehouse Account or company default will be considered",如果为空，则将考虑父仓库科目户或公司默认值
DocType: Quiz,Max Attempts,最多尝试次数
apps/erpnext/erpnext/accounts/doctype/sales_invoice/regional/india_list.js,e-Way Bill JSON can only be generated from a submitted document,e-Way Bill JSON只能从提交的单据中生成
apps/erpnext/erpnext/accounts/doctype/chart_of_accounts_importer/chart_of_accounts_importer.js,Transactions against the company already exist! ,针对公司的交易已经存在！
DocType: Bank Transaction,ACC-BTN-.YYYY.-,ACC-BTN-.YYYY.-
apps/erpnext/erpnext/erpnext_integrations/doctype/tally_migration/tally_migration.py,Processing Items and UOMs,处理物料和单位
apps/erpnext/erpnext/regional/report/gstr_1/gstr_1.js,Download as Json,下载为Json
DocType: Production Plan,Projected Qty Formula,预计数量公式
apps/erpnext/erpnext/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.py,Not permitted. Please disable the Procedure Template,不允许。请禁用程序模板
